Selection treatment,Line,Maternal age,Maternal ID,Emergence success
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort1,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,0
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort2,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,0
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,0
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort3,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,0
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,0
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort4,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort5,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort6,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,0
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort7,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort8,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort9,0
Short-life,GreenShort,1,GreenShort9,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort10,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,0
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort11,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,1
Short-life,GreenShort,1,GreenShort12,0
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,0
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort13,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort14,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort15,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,0
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
Short-life,GreenShort,1,GreenShort16,1
